Symbol,Name,Last,Std Dev,"Market Cap, $K",1Y Return,3Y Return,20D His Vol,Long Term,Exchange,%Chg,52W High,52W Low,Pivot
APOG,Apogee Entrpr Inc,46.9,-0.25,1357250000,16.81%,7.95%,18.96%,67% Sell,NASDAQ,-1.03%,61,39.88,47.44
APPF,Appfolio Cl A,46.65,-2.22,1636158000,145.93%,0.00%,21.02%,67% Buy,NASDAQ,-3.32%,52.25,18.75,48.43
APTI,Apptio Inc,18.43,-0.32,743256000,-5.51%,0.00%,18.43%,67% Buy,NASDAQ,-0.91%,20.65,10.77,18.69
APTS,Preferred Apartment Communities,20.25,-0.46,667448000,53.45%,140.35%,13.91%,100% Buy,NYSE,-0.88%,20.47,12.42,20.3
AQMS,Aqua Metals Inc,4.04,0.38,80882000,-54.32%,0.00%,113.86%,100% Sell,NASDAQ,0.75%,22.75,3.86,4.17
AR,Antero Resources Corp,18.46,-2.17,5981311000,-27.30%,-63.84%,20.75%,100% Sell,NYSE,-2.64%,27.85,18.23,19.01
ARA,American Renal Associates Holdi,12.72,-0.12,400071000,-32.68%,0.00%,60.04%,100% Sell,NYSE,-0.55%,25.42,12.19,12.84
ARAY,Accuray Incorporated,4.3,2.64,330813000,-18.69%,-37.60%,57.93%,Hold,NASDAQ,8.86%,6,3.6,4.08
ARC,American Reprographics Company,4.57,-0.85,216410000,31.23%,-54.09%,32.45%,33% Buy,NYSE,-1.93%,5.55,3.17,4.71
ARCB,Arcbest Corp,31.6,-0.9,827862000,61.22%,-16.80%,33.35%,67% Buy,NASDAQ,-1.86%,34.25,16.95,32.32
ARCH,Arch Coal Inc,73.99,-0.59,1821062000,-1.93%,0.00%,24.87%,67% Buy,NYSE,-1.23%,86.47,60.13,74.78
ARD,Ardagh Group S.A. Common Shares,21.16,0.48,342954000,-7.20%,0.00%,14.17%,67% Sell,NYSE,-0.05%,24.54,19.88,21.17
ARDX,Ardelyx Inc,5.15,0,241944000,-62.91%,-76.74%,164.08%,Hold,NASDAQ,0.98%,16.3,4.05,5.15
ARE,Alexandria Real Estate Equities,121.76,-0.55,11429414000,13.40%,47.07%,8.34%,67% Buy,NYSE,-0.25%,124.49,101.73,122.03
ARI,Apollo Commercial Real Estate,18.22,-0.82,1933770000,10.52%,11.56%,11.14%,67% Sell,NYSE,-0.65%,19.92,16.41,18.38
ARII,American Railcar Ind,38.63,-1.5,751752000,3.25%,-40.13%,17.92%,67% Buy,NASDAQ,-1.95%,51.1,34.29,39.46
ARMK,Aramark Holdings Corp,42.68,-0.44,10480476000,15.55%,53.21%,8.51%,100% Buy,NYSE,-0.19%,43.81,32.73,42.73
ARNA,Arena Pharmaceutical,26.97,-0.9,1069137000,66.83%,-37.48%,26.09%,100% Buy,NASDAQ,-1.06%,28.28,11.3,27.38
ARNC,Arconic Inc,24.69,0.58,11709786000,21.01%,-35.45%,47.14%,Hold,NYSE,1.48%,30.69,16.75,24.49
AROC,Archrock Inc,11.5,-1.63,826451000,-6.94%,-51.13%,21.13%,67% Buy,NYSE,-1.29%,16.4,8.3,11.67
AROW,Arrow Financial Corp,35.15,1.29,483373000,9.54%,26.87%,14.13%,100% Buy,NASDAQ,1.15%,41.7,30.56,34.9
ARR,Armour Residential R,26.14,-3.04,1105768000,14.17%,-15.40%,12.02%,Hold,NYSE,-2.46%,27.6,20.29,26.89
ARRS,Arris Group Inc,28.09,0.13,5273625000,-4.77%,-6.33%,12.99%,Hold,NASDAQ,-0.11%,31.52,24.75,28.1
ARRY,Array Biopharma Inc,10.34,-0.8,2041721000,70.18%,191.09%,22.86%,67% Buy,NASDAQ,-1.05%,13.4,5.36,10.59
ARTNA,Artesian Res Cp A,39.91,-0.47,369622000,40.38%,80.60%,25.88%,67% Buy,NASDAQ,-0.77%,43.22,27.1,40.58
ARW,Arrow Electronics,82.82,-0.32,7354706000,32.90%,46.55%,9.57%,100% Buy,NYSE,-0.61%,84.53,58.52,83.23
ASB,Associated Banc-Corp,25.35,-0.61,3907008000,29.72%,0.00%,22.79%,33% Buy,NYSE,-1.17%,26.7,19.55,25.68
ASC,Ardmore Shipping Corp,8.3,-1.64,285430000,26.15%,-16.09%,28.90%,67% Buy,NYSE,-2.35%,9.05,5,8.52
ASCMA,Ascent Capital Group,11.32,-1.97,146224000,-48.75%,-81.59%,38.62%,67% Sell,NASDAQ,-4.39%,22.76,8.87,11.93
ASGN,On Assignment,55.95,-0.94,2980069000,52.74%,93.92%,14.45%,33% Buy,NYSE,-0.85%,57.21,32.04,56.52
ASH,Ashland Global Holdings Inc,67.24,-0.63,4221360000,21.02%,25.20%,10.60%,33% Buy,NYSE,-0.61%,68,52.75,67.47
ASIX,Advansix Inc,44.34,0.71,1347521000,169.75%,0.00%,23.12%,100% Buy,NYSE,0.29%,45.54,14.65,44.25
ASMB,Assembly Biosciences,30.2,0.89,516286000,135.59%,263.13%,30.19%,67% Buy,NASDAQ,1.55%,36.31,11.07,29.79
ASNA,Ascena Retail Grp,1.97,-0.91,394466000,-61.37%,-83.78%,60.52%,67% Sell,NASDAQ,-2.48%,8.19,1.65,2
ASPS,Altisource Portfolio,24.63,-0.87,449445000,-20.16%,-66.65%,22.11%,67% Buy,NASDAQ,-1.08%,46.99,16.17,25.11
AST,Asterias Biotherapeutics Inc,2.47,-0.62,135125000,-30.40%,-40.48%,52.11%,100% Sell,AMEX,-1.20%,5.8,2.45,2.55
ASTE,Astec Inds Inc,50.67,0.14,1157422000,-8.32%,32.34%,32.46%,67% Sell,NASDAQ,1.00%,73.37,45.7,51.83
AT,Atlantic Power Corp,2.53,0.69,288200000,6.09%,12.61%,22.76%,100% Buy,NYSE,1.20%,2.75,2.13,2.52
ATEN,A10 Networks Inc,7.31,-0.64,528652000,-19.01%,69.77%,46.77%,Hold,NYSE,-2.14%,9.94,6.02,7.51
ATGE,Adtalem Global Education Inc,35.7,-0.39,2211440000,54.92%,-25.84%,19.72%,Hold,NYSE,-0.56%,40.7,22.47,35.83
ATH,Athene Holding Ltd,53.9,-1.1,10867803000,22.51%,0.00%,9.45%,67% Buy,NYSE,-0.77%,55.22,43.25,54.36
ATHN,Athenahealth Inc,122.25,-1.13,5058528000,13.14%,3.18%,42.82%,67% Sell,NASDAQ,-3.28%,158.66,90.11,126.3
ATHX,Athersys Inc,1.89,-0.79,223264000,-3.09%,27.27%,83.55%,67% Buy,NASDAQ,-3.57%,2.63,1.02,1.97
ATI,Allegheny Technologies Inc,24.43,-0.38,2691514000,62.37%,-24.75%,28.66%,67% Buy,NYSE,-1.17%,25.51,13.15,24.22
ATKR,Atkore International Group,19.59,-1.46,1280959000,2.98%,0.00%,16.41%,67% Sell,NYSE,-2.00%,27.3,15.05,19.9
ATLO,Ames Natl Corp,29.75,-0.39,280231000,10.41%,21.37%,26.01%,Hold,NASDAQ,-1.16%,37.45,26.6,30.03
ATNI,Atn International,53.3,0.51,853416000,-19.56%,-21.60%,20.77%,67% Sell,NASDAQ,1.18%,87.82,49.5,53.04
ATNX,Athenex Inc,17,-0.07,971732000,35.39%,0.00%,32.19%,N/A,NASDAQ,-0.18%,20.79,11.21,17.05
ATO,Atmos Energy Corp,85.2,-2.37,9154901000,18.17%,62.85%,8.28%,Hold,NYSE,-1.29%,89,68.51,86.26
ATR,Aptargroup,87.94,-1.97,5589607000,14.38%,43.19%,9.56%,Hold,NYSE,-1.32%,90.79,70.32,89.19
ATRA,Atara Biotherap,14.25,-1.89,458400000,1.06%,-21.79%,43.16%,Hold,NASDAQ,-5.00%,23,11.8,14.85
ATRC,Atricure Inc,21.35,-0.89,747364000,22.23%,24.83%,27.36%,67% Sell,NASDAQ,-1.93%,25.18,14.78,21.94
ATRI,Atrion Corp,650.28,0.04,1202408000,48.74%,96.95%,18.59%,67% Buy,NASDAQ,0.05%,694,426.64,653.52
ATRO,Astronics Cp,33.84,-0.4,978957000,-6.51%,-34.16%,25.73%,33% Buy,NASDAQ,-0.79%,41.03,23.95,33.99
ATRS,Antares Pharma,1.88,-0.67,319076000,11.83%,-1.45%,180.81%,100% Sell,NASDAQ,-7.84%,4.09,1.41,2.11
ATSG,Air Transport,23.29,-1.61,1417698000,65.20%,193.15%,30.00%,Hold,NASDAQ,-2.88%,25.91,12.94,24.18
ATU,Actuant Corp,25.85,-1.71,1561155000,17.12%,-17.48%,11.59%,67% Buy,NYSE,-1.15%,29.8,21.4,26.23
ATVI,Activision Blizzard,61.27,-1.41,47356132000,36.60%,214.44%,21.43%,Hold,NASDAQ,-2.33%,66.58,35.12,62.6
AVA,Avista Corp,52.03,-0.22,3354994000,29.38%,46.91%,4.20%,67% Buy,NYSE,-0.10%,52.83,37.78,52.09
AVAV,Aerovironment Inc,51.51,-1.43,1263758000,125.50%,72.95%,25.74%,67% Buy,NASDAQ,-2.83%,55.75,23,52.96
AVB,Avalonbay Communities,180.28,0.78,24786740000,8.07%,15.19%,9.38%,67% Sell,NYSE,0.43%,199.52,158.32,180.17
AVD,American Vanguard Corp,22.15,-0.45,665583000,44.63%,93.67%,23.50%,67% Buy,NYSE,-0.89%,24,14.2,22.45
AVGO,Broadcom Ltd,245.03,-0.72,1.01048E+11,41.80%,187.17%,12.93%,67% Buy,NASDAQ,-1.07%,259.36,160.62,246.64
AVHI,A V Homes Inc,17.1,-1.11,388558000,5.56%,15.41%,16.68%,67% Sell,NASDAQ,-1.16%,20.5,14.65,17.38
AVID,Avid Tech Inc,4.37,-0.73,183029000,-36.28%,-55.72%,29.40%,67% Sell,NASDAQ,-1.80%,6.98,3.99,4.49
AVT,Avnet Inc,39.8,-1.03,4904414000,-5.89%,-7.03%,11.53%,67% Buy,NYSE,-1.02%,51.5,35.67,40.22
AVX,Avx Corp,19.05,-3.22,3306394000,36.62%,36.01%,20.52%,67% Buy,NYSE,-3.00%,20.22,13.7,19.57
AVXL,Anavex Lf SC,4.42,-1.68,198621000,41.53%,536.49%,57.96%,67% Sell,NASDAQ,-6.16%,6.64,2.76,4.77
AVXS,Avexis Inc,100.94,-0.22,3198703000,113.25%,0.00%,32.17%,67% Buy,NASDAQ,0.73%,106,44.68,100.26
AVY,Avery Dennison Corp,102.32,3.21,8742655000,35.21%,111.12%,17.38%,100% Buy,NYSE,3.45%,103.23,68.55,98.97
AWI,Armstrong World Industries Inc,52.15,-3.12,2850771000,32.36%,11.32%,14.86%,67% Buy,NYSE,-3.25%,54.45,36.38,53.96
AWK,American Water Works,86.49,-0.69,15478269000,19.07%,62.68%,8.74%,100% Buy,NYSE,-0.38%,87.96,69.41,86.99
AWR,American States Water Company,53.22,-1.04,1977634000,38.66%,50.81%,18.83%,100% Buy,NYSE,-1.37%,56.31,38.21,54.23
AXAS,Abraxas Petro Corp,1.94,-0.41,319508000,7.22%,-52.78%,39.85%,67% Buy,NASDAQ,-0.51%,2.99,1.45,1.95
AXDX,Accelerate Diagnosti,17.95,-1.98,1034110000,-20.53%,-13.90%,30.61%,100% Sell,NASDAQ,-4.01%,30.45,17.8,18.99
AXE,Anixter International Inc,69.25,-2.44,2504634000,7.07%,-11.53%,57.70%,33% Sell,NYSE,-8.10%,88.6,63.4,77.95
AXGN,Axogen Inc,20,0,667800000,124.72%,622.02%,18.34%,100% Buy,NASDAQ,unch,20.4,7.65,20.12
AXL,American Axle & Manufacturing,18.22,-1.98,2077784000,5.35%,-3.41%,24.02%,100% Buy,NYSE,-2.41%,21.25,12.61,18.69
AXON,Axovant Sciences Ltd,5.39,-0.94,595716000,-60.99%,0.00%,61.50%,100% Sell,NASDAQ,-2.71%,27.98,5.32,5.56
AXP,American Express Company,93.66,-0.29,82970360000,40.40%,4.35%,9.31%,100% Buy,NYSE,-0.21%,94.24,65.03,93.37
AXS,Axis Capital Holdings,56.36,-0.35,4699638000,1.29%,17.41%,15.32%,67% Sell,NYSE,-0.28%,71.06,52.15,56.74
AXTA,Axalta Coating Systems Ltd,28.63,-0.69,7063798000,11.20%,0.00%,20.70%,67% Sell,NYSE,-1.45%,34.1,24.27,29.23
AXTI,Axt Inc,8.8,-1.29,349783000,58.04%,283.47%,27.43%,67% Buy,NASDAQ,-2.76%,9.7,4.35,9.03
AYI,Acuity Brands Inc,156.07,-0.73,6692310000,-32.79%,14.04%,24.71%,100% Sell,NYSE,-1.84%,261.43,153.28,159.38
AYR,Aircastle Ltd,22.84,-1.51,1836304000,12.00%,22.27%,22.48%,67% Buy,NYSE,-2.10%,25.98,18.26,23.42
AYX,Alteryx Inc,21.97,-1.48,1309233000,41.61%,0.00%,16.97%,67% Buy,NYSE,-1.48%,24.07,14.61,22.29
AZO,Autozone,580.71,-0.23,16303649000,-22.09%,5.84%,14.14%,67% Buy,NYSE,-0.87%,813.7,491.13,584.56
AZPN,Aspen Technology,65.52,-1.44,4834834000,37.67%,79.10%,9.56%,67% Buy,NASDAQ,-0.94%,66.49,46.59,65.92
AZZ,Azz Inc,46.2,-1.2,1220120000,-13.58%,0.51%,24.22%,100% Sell,NYSE,-1.70%,67.7,44.8,46.87
B,Barnes Group,71.19,-1.23,3888325000,80.92%,97.54%,14.93%,67% Buy,NYSE,-1.43%,72.87,37.95,72.05
BA,Boeing Company,256.79,-3.01,1.57227E+11,85.47%,112.95%,16.42%,67% Buy,NYSE,-3.46%,267.21,136.72,265.48
BABY,Natus Medical Inc,39.65,-0.66,1324343000,-1.00%,17.50%,15.18%,100% Buy,NASDAQ,-0.75%,43.85,31.65,40.22
BAC,Bank of America Corp,27.37,-0.67,2.92024E+11,64.41%,61.31%,16.32%,100% Buy,NYSE,-1.12%,27.92,16.28,27.62
BAH,Booz Allen Hamilton Holding Corp,37.48,-0.49,5609696000,20.37%,43.19%,12.16%,67% Buy,NYSE,-0.66%,39.67,29.9,37.83
BANC,First Pactrust Bancorp,20.05,-2.3,1032585000,54.01%,74.17%,17.36%,67% Sell,NYSE,-2.20%,23.25,12.25,20.49
BANF,Bancfirst Corp,54.85,-1.42,1793718000,53.24%,73.23%,28.20%,67% Buy,NASDAQ,-2.58%,61.05,34.63,56.04
BANR,Banner Corp,61.33,-0.89,2064128000,37.24%,43.94%,12.21%,100% Buy,NASDAQ,-1.41%,62.47,44,61.95
BAS,Basic Energy Services,14.98,-1.81,408931000,-56.11%,0.00%,45.82%,67% Sell,NYSE,-4.65%,44.81,14.03,15.95
BATRA,Liberty Braves CS A,24.35,-0.42,250573000,41.26%,0.00%,18.20%,Hold,NASDAQ,-0.47%,26.52,16.52,24.61
BATRK,Liberty Braves CS C,24.37,-0.69,937400000,43.23%,0.00%,17.38%,Hold,NASDAQ,-0.61%,26.2,16.18,24.65
BAX,Baxter International Inc,64.42,0.25,35062384000,31.14%,68.81%,12.01%,100% Buy,NYSE,0.11%,64.75,43.13,64.08
BBBY,Bed Bath & Beyond,20.82,-2.08,3133104000,-48.80%,-68.19%,20.58%,100% Sell,NASDAQ,-2.80%,48.83,20.84,21.29
BBG,Bill Barrett Corp,4.32,-0.75,335632000,-22.94%,-71.05%,48.71%,67% Buy,NYSE,-1.82%,8.24,2.66,4.44
BBSI,Barrett Business S,59.53,-1.01,440190000,33.46%,156.49%,12.29%,33% Buy,NASDAQ,-1.28%,66.93,42.59,60.24
BBT,BB&T Corp,47.36,-0.27,37536816000,22.07%,25.61%,14.82%,67% Buy,NYSE,-0.46%,49.88,38.23,47.67
BBW,Build-A-Bear Workshop,8.1,-0.62,130645000,-24.41%,-51.92%,31.78%,100% Sell,NYSE,-0.61%,15.85,8.05,8.15
BBY,Best Buy Co,55.3,-1.62,16948548000,41.21%,65.93%,21.20%,67% Sell,NYSE,-2.38%,63.32,37.1,56.59
BC,Brunswick Corp,57.14,-1.33,5149309000,20.52%,24.02%,14.74%,67% Sell,NYSE,-1.55%,63.82,42.02,58.37
BCBP,Bcb Bancorp Inc,14.45,0,217762000,24.25%,15.14%,20.05%,Hold,NASDAQ,unch,17.05,11.25,14.44
BCC,Boise Cascade L.L.C.,35.38,-1.53,1389367000,75.43%,-0.03%,20.30%,67% Buy,NYSE,-1.86%,36.3,17.8,35.9
BCEI,Bonanza Creek Energy Inc,30.44,-1.85,641502000,-22.70%,0.00%,30.61%,67% Buy,NYSE,-3.06%,40.6,23.33,31.58
BCO,Brink's Company,82.82,-2.74,4328660000,121.38%,308.33%,20.46%,67% Buy,NYSE,-3.42%,87.3,37.54,85.68
BCOR,Blucora Inc,24.9,-1.06,1136729000,110.55%,49.26%,20.87%,67% Buy,NASDAQ,-1.58%,26.15,10.98,25.2
BCOV,Brightcove Inc,6.95,-0.7,240450000,-44.49%,9.20%,16.28%,67% Buy,NASDAQ,-0.71%,12.55,5.4,7
BCPC,Balchem Cp,83.28,-0.65,2672815000,9.84%,29.26%,10.59%,100% Buy,NASDAQ,-0.42%,89.5,67.71,83.89
BCR,C.R. Bard,328.49,0.33,23844480000,52.84%,100.11%,5.69%,100% Buy,NYSE,0.11%,330.31,203.63,328.29
BCRH,Blue Capital Reinsurance Holdi,13.45,-0.69,120450000,-24.23%,-22.27%,50.86%,100% Sell,NYSE,-2.18%,20.83,13.25,13.92
BCRX,Biocryst Pharma Inc,4.2,-1.48,427736000,-7.00%,-62.88%,41.42%,100% Sell,NASDAQ,-3.45%,9.25,3.75,4.31
BDC,Belden Inc,82.06,-1.68,3534588000,24.94%,17.38%,18.31%,67% Buy,NYSE,-1.80%,86.31,60.06,83.11
BDGE,Bridge Bancorp Inc,34.6,-0.13,685908000,25.23%,32.52%,17.05%,33% Buy,NASDAQ,-0.57%,38.95,26.9,34.77
BDN,Brandywine Realty Trust,17.33,-1.32,3074410000,13.04%,13.55%,12.41%,67% Buy,NYSE,-1.08%,18.18,14.04,17.53
BDX,Becton Dickinson and Company,210.96,0.23,48010444000,23.62%,63.92%,12.65%,100% Buy,NYSE,unch,214.72,161.29,210.79
BEAT,Biotelemetry Inc,28.85,-1.79,953002000,54.20%,251.01%,30.71%,33% Sell,NASDAQ,-2.04%,39.2,15.25,29.98
BECN,Beacon Roofing Suppl,54.25,-0.39,3631447000,29.55%,96.68%,14.15%,100% Buy,NASDAQ,-0.31%,56.36,39.57,54.74
BEL,Belmond Ltd,13.1,0.35,1340392000,5.96%,14.31%,17.15%,33% Buy,NYSE,unch,14.45,11,13.22
BELFB,Bel Fuse Inc Cl B,31.4,-0.49,379862000,30.75%,11.52%,30.68%,67% Buy,NASDAQ,-0.48%,33.6,21.65,31.67
BEN,Franklin Resources,43.89,-2.94,24984960000,26.35%,-19.44%,9.79%,67% Sell,NYSE,-2.03%,47.65,33.02,44.9
BERY,Berry Global Group,59.77,0.72,7792704000,32.85%,129.67%,9.22%,33% Buy,NYSE,0.02%,60.24,42.74,59.76
BETR,Amplify Snack Brands Inc,6.68,-1.42,528739000,-55.00%,0.00%,31.31%,67% Sell,NYSE,-3.05%,15.03,6.09,6.94
BF.A,Brown Forman Inc A,56.08,-1.18,21734312000,16.83%,24.46%,11.42%,67% Buy,NYSE,-0.85%,60.28,45.17,56.62
BFAM,Bright Horizons Family Solutions Inc,85.53,-1.26,5115566000,27.46%,94.05%,12.19%,100% Buy,NYSE,-1.09%,88.13,59,86.18
BF.B,Brown Forman Inc B,55.27,-1.29,21484536000,21.82%,20.66%,11.52%,67% Buy,NYSE,-1.14%,59.71,43.72,56.02
BFIN,Bankfinancial Corpor,16.51,-0.07,300515000,35.37%,38.56%,19.27%,100% Buy,NASDAQ,-0.12%,16.89,12.15,16.55
BFS,Saul Centers,61.51,-0.45,1346150000,-1.99%,12.37%,13.65%,67% Buy,NYSE,-0.39%,68.33,55.86,61.99
BG,Bunge Ltd,69.43,-0.8,9943931000,13.43%,-20.21%,29.06%,67% Sell,NYSE,-1.84%,83.75,60.81,70.87
BGC,General Cable Corp,21.75,-0.65,1094720000,50.35%,55.26%,30.51%,100% Buy,NYSE,-1.14%,23.05,11.7,22.15
BGCP,Bgc Partners Cl A,15.88,-0.34,4579056000,78.20%,88.56%,28.01%,100% Buy,NASDAQ,-0.69%,16.51,8.36,15.95
BGFV,Big 5 Sporting,7.1,-0.92,159651000,-56.57%,-40.70%,47.96%,67% Sell,NASDAQ,-2.74%,20.35,6.8,7.23
BGG,Briggs & Stratton Corp,23.6,-1.06,1036075000,27.94%,19.89%,31.72%,Hold,NYSE,-2.60%,25.92,17.9,24.14
BGS,B&G Foods Holdings,32.75,0.76,2154600000,-31.98%,9.98%,22.32%,67% Sell,NYSE,1.08%,48.2,29.5,32.5
BGSF,Bg Staffing,17.43,-0.6,153650000,29.79%,133.87%,16.70%,Hold,AMEX,-0.63%,18.84,11.23,17.56
BH,Biglari Holdings Inc,346.55,-1.08,730441000,-20.78%,1.06%,26.66%,67% Sell,NYSE,-1.79%,491.74,290.05,351.3
BHB,Bar Harbor Bankshares,31.09,-1.4,488514000,26.55%,63.20%,20.59%,Hold,AMEX,-1.80%,33.41,24.19,31.65
BHBK,Blue Hills Bancorp,20.25,1.31,534514000,39.27%,49.29%,21.18%,100% Buy,NASDAQ,1.76%,21.9,14.51,19.96
BHE,Benchmark Electronics,30.6,0.31,1512576000,21.19%,27.74%,49.89%,100% Sell,NYSE,0.99%,35.8,24.65,30.37
BHF,Brighthouse Financial Inc,62.3,-0.44,7490416000,-11.03%,0.00%,15.15%,N/A,NASDAQ,-0.38%,75,52.75,62.38
BHGE,Baker Hughes A Ge Co. Cl. A,30.21,-1.02,13136241000,-44.36%,-42.05%,21.88%,100% Sell,NYSE,-1.56%,68.59,30.23,30.99
BHLB,Berkshire Hills Bancorp,38.88,-0.6,1582443000,32.68%,51.86%,18.58%,67% Buy,NYSE,-0.69%,40,29.05,39.27
BHVN,Biohaven Pharmaceutical Holding Company Ltd,30.41,0.29,1086883000,74.11%,0.00%,39.93%,67% Buy,NYSE,0.53%,39.51,17,30.32
BID,Sotheby's Holdings,49.95,-1.05,2665102000,38.15%,27.58%,18.96%,67% Sell,NYSE,-1.28%,57.95,33.85,50.99
BIG,Big Lots,51.47,-1.32,2215890000,17.39%,14.35%,17.39%,67% Buy,NYSE,-1.40%,56.54,42.4,52.59
BIIB,Biogen Inc,313.64,-0.32,66754792000,19.21%,6.76%,26.02%,67% Buy,NASDAQ,-0.66%,348.84,244.28,312.88
BIO,Bio-Rad Laboratories,220.99,-0.47,6579191000,37.91%,96.75%,12.43%,67% Sell,NYSE,-0.44%,242.79,154.89,222.59
BIOS,Bioscrip Inc,2.46,-0.29,313576000,-20.26%,-61.92%,44.52%,100% Sell,NASDAQ,unch,3.39,0.98,2.43
BIVV,Bioverativ Inc,58.33,-1.08,6412911000,23.22%,0.00%,18.69%,67% Sell,NASDAQ,-1.60%,64.41,40,59.13
BJRI,Bj's Restaurants Inc,30.95,-1.68,679965000,-8.84%,-27.99%,24.98%,67% Sell,NASDAQ,-2.37%,47.55,28,31.82
BK,Bank of New York Mellon Corp,51.38,-2.2,54150180000,19.01%,36.57%,16.98%,Hold,NYSE,-2.84%,55.29,42.73,52.88
BKD,Brookdale Senior Living Inc,9.74,-2.33,1890742000,-36.06%,-69.89%,27.79%,100% Sell,NYSE,-4.04%,16.31,9.69,10.2
BKE,Buckle Inc,16.65,-0.59,825565000,-22.56%,-65.74%,40.03%,Hold,NYSE,-1.48%,27.1,13.5,16.77
BKH,Black Hills Corp,64.73,-2.34,3546259000,7.50%,21.16%,16.07%,100% Sell,NYSE,-2.38%,72.02,54.76,66.67
BKI,Black Knight Inc,44.9,0.27,6859215000,13.67%,0.00%,26.41%,67% Buy,NYSE,0.45%,47.55,34,44.85
BKMU,Bank Mutual Corp,10.6,-0.15,489261000,33.65%,61.61%,24.89%,100% Buy,NASDAQ,-0.47%,10.8,7.55,10.69
BKS,Barnes & Noble,7.22,-0.35,526568000,-31.10%,-49.33%,31.57%,Hold,NYSE,-0.41%,13.2,6.25,7.24
BKU,BankUnited Inc,34.52,-0.19,3689940000,17.67%,15.55%,12.36%,67% Buy,NYSE,-0.09%,41,28.38,34.73
BL,Blackline Inc,33.97,-0.74,1792900000,43.21%,0.00%,14.57%,67% Sell,NASDAQ,-0.59%,40.28,21.66,34
BLBD,Blue Bird Corp,21.35,-0.44,522156000,44.25%,119.45%,16.73%,100% Buy,NASDAQ,-0.93%,21.9,13.85,21.65
BLCM,Bellicum Pharma Comm,9.84,-1.25,333962000,-42.71%,0.00%,29.34%,67% Sell,NASDAQ,-2.09%,23.11,7.41,10.16
BLD,Topbuild Corp,63.51,-1.66,2402785000,113.13%,0.00%,18.58%,67% Buy,NYSE,-2.10%,67.27,28.81,64.69
BLDR,Builders Firstsource,17.12,-2.8,2034278000,76.57%,204.55%,28.32%,67% Buy,NASDAQ,-5.20%,18.43,9.04,18.17
BLK,Blackrock,466.79,-1.42,76553152000,37.01%,38.88%,13.71%,100% Buy,NYSE,-1.46%,489.79,336.84,474.68
BLKB,Blackbaud Inc,91.09,-0.86,4398451000,39.72%,105.66%,12.48%,33% Buy,NASDAQ,-0.47%,93.95,55.88,91.67
BLL,Ball Corp,42.35,-1.58,15098827000,6.63%,33.23%,9.41%,33% Buy,NYSE,-1.33%,43.12,35.65,42.89
BLMN,Bloomin' Brands Inc,17.4,-1.22,1650555000,1.31%,-6.56%,22.58%,67% Sell,NASDAQ,-1.53%,22.16,15.82,17.6
BLMT,Bsb Bancorp Inc,30.7,-1.34,300525000,27.23%,62.13%,13.46%,Hold,NASDAQ,-0.81%,31.4,24.1,31.05
BLUE,Bluebird Bio,139.1,-0.31,6439588000,166.52%,236.39%,63.41%,67% Buy,NASDAQ,-1.52%,145.7,37.05,140.85
BLX,Banco Latinoamericano De Comercio,28.9,-0.13,1132507000,4.52%,-14.03%,12.76%,67% Buy,NYSE,-0.07%,30.51,25.51,28.96
BMCH,Bmc Stock Holdings,21.55,-0.1,1439640000,32.15%,37.03%,19.01%,33% Buy,NASDAQ,0.23%,23.9,15.45,21.56
BMI,Badger Meter,43.3,-0.52,1280840000,35.19%,54.60%,49.06%,Hold,NYSE,-1.59%,52.1,31.41,44.07
BMRC,Bank of Marin Bancrp,70.47,0.28,434454000,39.94%,40.83%,23.95%,100% Buy,NASDAQ,0.24%,75.05,49.6,70.23
BMRN,Biomarin Pharmaceut,85.53,-1.04,15124049000,5.12%,4.59%,21.06%,Hold,NASDAQ,-0.88%,100.51,78.42,86.02
BMS,Bemis Company,46.41,0.6,4205856000,-7.00%,20.41%,9.71%,67% Buy,NYSE,0.19%,51.98,40.6,46.54
BMTC,Bryn Mawr Bank Corp,44.1,0.41,751052000,39.65%,42.88%,13.26%,67% Buy,NASDAQ,0.11%,45.45,30.15,44.13
BMY,Bristol-Myers Squibb Company,63.94,0.71,1.04382E+11,29.45%,9.38%,17.17%,67% Buy,NYSE,0.46%,66.1,46.01,63.69
BNCL,Beneficial Bancorp,17,-1.9,1313589000,15.25%,28.82%,14.60%,100% Buy,NASDAQ,-1.73%,19,14.3,17.27
BNED,Barnes & Noble Education Inc C,6.46,-0.96,305171000,-33.06%,0.00%,30.59%,67% Sell,NYSE,-1.52%,13.15,5.03,6.59
BNFT,Benefitfocus,27.9,-0.92,894866000,-23.38%,3.57%,51.76%,100% Sell,NASDAQ,-2.79%,37.1,24.55,28.92
BOBE,Bob Evans Farms,77.11,-1.28,1540340000,89.79%,58.06%,1.61%,67% Buy,NASDAQ,-0.13%,78.18,39.89,77.24
BOCH,Bank of Commerce Hld,11.4,0.22,183738000,55.48%,86.78%,32.53%,Hold,NASDAQ,0.88%,11.9,7,11.25
BOFI,Bofi Holding Inc,27.63,-1.03,1789202000,27.51%,45.99%,21.55%,67% Buy,NASDAQ,-1.71%,32.57,17.95,27.94
BOH,Bank of Hawaii Corp,81.57,-1.08,3511397000,9.75%,41.18%,14.71%,Hold,NYSE,-1.32%,90.8,72.97,82.9
